id,name,day,url,contents
1,2021 삼성생명 금융영업전문가 과정 17기 모집,17,../image/non/non01.jpg,"2021 삼성생명 금융영업전문가 과정 17기 모집

■ 활동소개
- 삼성생명 금융영업전문가과정 17기
- 대한민국 최고의 기업 삼성생명에서 주관하는 대외활동입니다. [삼성생명 금융영업전문가 과정]은 취업을 앞둔 대학생들의 희망찬 비전을 위해 다양한 지식과 경험의 장을 만들어 드립니다. [삼성생명 금융영업전문가 과정]을 통해 당신의 가능성을 발견하세요.

■ 모집기간 :  ~ 2021년 11월 25일(목) / 24:00 限

■ 서류합격자 발표 : 2021년 11월 30일(화)

■ 면접과정 : 2021년 12월 초 

■ 최종선발 : 2021년 12월 14일(화)

■ 교육기간 :  총 2주간 교육
- 온라인교육 : 2021년 12월 27일(월) ~ 31일(금)
- 현장교육 : 2022년 1월 3일(월) ~ 1월 7일(금)

■ 교육장소 : 서울 / 대전 / 대구 / 광주 / 부산 中 택 1
※ 코로나19 사태에 따라 프로그램 일정 및 프로그램이 조정될 수 있습니다.

■ 모집대상 
- 전국 정규대학(4년제) 4학년 재학생 및 기 졸업자
- 휴학생의 경우 6학기 이상 수료자 限
- 전문대학 졸업자 & 직장경력(1년 이상)
- 전문대학 졸업자 & 학사학위 이수자 or 이수중인 지원자

■ 지원방법 : http://samsungfinance.itrocks.kr/?doc=sub_01_12&skin=boardM&tbl=sub1_12
링크 접속 후 제출( 제출 완료하면 담당자가 연락하여 멘토 전형으로 지원 안내 예정)
※ 멘토(담당자) 전형으로 조기에 신청하신 분들에게는 면접TIP을 안내드립니다.

■ 활동혜택
- 삼성생명 ‘금융영업전문가’과정 수료증
- 실무경험과 현직자 멘토링

■ 활동내용
- 금융트렌드와 금융상품의 이해
- Speech & PT Skill
- 삼성의 교육과 조직문화 경험
- 거시경제와 금융트랜드 이해
- 금융 관련 비전공자도 재무설계 및 투자지식 함양
- 2022 투자의 지혜
- Team Power Building


※ 삼성생명 금융영업전문가 과정 관련 영상
1번 https://www.youtube.com/watch?v=DaW4-3xUL-c
2번 https://youtu.be/h-8cRp0mJbs
3번 https://www.youtube.com/watch?v=iiXSs3_awcY

※ 담당자 코멘트  
삼성생명에서 삼성생명 금융영업전문가과정 17기를 진행합니다! 
취업 준비중이거나, 혹은 대외활동에 관심이 있는 대학생 및 졸업자라면 누구나 도전 가능합니다.
현재, 모집인원 제한이 있으므로, 최대한 빨리 서류 지원 해보시기를 추천드려요! (ex.16기 기준 1,000여명이 지원하였습니다.)
금융권을 희망하는 분이 아니시더라도 지원가능합니다.
삼성의 대기업 문화와, 현재 다른 취업준비생들은 어떻게 준비 하고 있는지 등 
다양한 경험과 정보를 습득할 수 있는 좋은 기회입니다.
이번 삼성생명 금융영업전문가과정 16기에 많이 지원 해보세요! 
공모전 대외활동 사이트 : 위비티 https://www.wevity.com"
